index,id,question,answerable,No Steering_probability,No Steering_perturbation_l2,Mean-S_probability,Mean-S_perturbation_l2,L2S_probability,L2S_perturbation_l2,P2S_probability,P2S_perturbation_l2
79,1812,What's this?,0,0.2422056347131729,0.0,0.2658804953098297,6.470016956329346,0.2658804953098297,3.897454023361206,0.314050555229187,17.46598243713379
80,1782,What's in this can?,0,0.1561049073934555,0.0,0.19682620465755463,6.470016956329346,0.17328819632530212,3.56001877784729,0.11757213622331619,19.624582290649414
81,2675,What's the characters in this picture?,0,0.230919748544693,0.0,0.2538610100746155,6.470016956329346,0.24508501589298248,3.471356153488159,0.25832599401474,15.405738830566406
82,1794,What is song is this?,0,0.15002882480621338,0.0,0.18476751446723938,6.470016956329346,0.16885696351528168,3.4459900856018066,0.13753247261047363,15.367055892944336
83,19,What is the computer doing?,1,0.1540575623512268,0.0,0.2120688110589981,6.470016956329346,0.18242551386356354,4.102574348449707,0.18126320838928223,14.14480209350586
84,1004,How do you turn on spoken answers?,0,0.1710611879825592,0.0,0.18713268637657166,6.470016956329346,0.17781086266040802,3.5635743141174316,0.15002882480621338,13.717704772949219
85,2794,What does this label say?,1,0.4687906503677368,0.0,0.562176525592804,6.470016956329346,0.5506073832511902,4.336681842803955,0.562176525592804,12.495969772338867
86,3563,"Just, just a quick idea on this.",1,0.3345894515514374,0.0,0.37022536993026733,6.470016956329346,0.37022536993026733,3.8749911785125732,0.531209409236908,16.79344367980957
87,2607,Can you tell me what kind of frozen dinner that is? Thank you.,0,0.1259227693080902,0.0,0.14804719388484955,6.470016956329346,0.14414885640144348,3.531118392944336,0.13296423852443695,13.767563819885254
88,2726,What is this?,1,0.36296921968460083,0.0,0.46490156650543213,6.470016956329346,0.5039061903953552,6.058193683624268,0.6132366061210632,16.899402618408203
89,1939,How many ounces in this container?,0,0.14414885640144348,0.0,0.17781086266040802,6.470016956329346,0.15203224122524261,3.49377703666687,0.10521053522825241,18.035554885864258
90,1026,What is the tracking number?,0,0.15817435085773468,0.0,0.20434190332889557,6.470016956329346,0.16238002479076385,3.466780662536621,0.10521053522825241,17.657840728759766
91,1745,This picture.,0,0.2782568037509918,0.0,0.31742629408836365,6.470016956329346,0.314050555229187,3.9105846881866455,0.23370634019374847,16.330541610717773
92,2657,What is this?,1,0.2120688110589981,0.0,0.29098084568977356,6.470016956329346,0.29421496391296387,5.469881057739258,0.45713675022125244,16.16636085510254
93,2700,What color is the carpet,1,0.16238002479076385,0.0,0.21733751893043518,6.470016956329346,0.20434190332889557,4.054363250732422,0.14414885640144348,10.862214088439941
94,891,What does the screen say?,1,0.3106943964958191,0.0,0.39606815576553345,6.470016956329346,0.3849121630191803,4.066483020782471,0.4843800961971283,15.505926132202148
95,3627,Can you tell what type of cheese is in this package?,1,0.06853749603033066,0.0,0.07369627058506012,6.470016956329346,0.07696083933115005,3.830484390258789,0.10818894952535629,14.636137008666992
96,3506,What is in...,1,0.20434190332889557,0.0,0.2422056347131729,6.470016956329346,0.2393493503332138,3.7730536460876465,0.2689414322376251,10.024428367614746
97,58,What is on the pillowcase?,1,0.4843800961971283,0.0,0.5851011276245117,6.470016956329346,0.5698526501655579,4.648633003234863,0.5389832258224487,13.090712547302246
98,2670,What does my screen say?,0,0.09009299427270889,0.0,0.1276526302099228,6.470016956329346,0.09268777817487717,3.4592223167419434,0.11124120652675629,17.958547592163086
99,1083,What picture did I take? And of what?,1,0.4493926465511322,0.0,0.5350984334945679,6.470016956329346,0.531209409236908,4.313651084899902,0.7057850360870361,13.25201416015625
100,2627,What does this label say?,1,0.4882833957672119,0.0,0.5851011276245117,6.470016956329346,0.5774953961372375,4.544825553894043,0.672331690788269,12.782254219055176
101,3521,Creamer is this?,1,0.2393493503332138,0.0,0.2845759987831116,6.470016956329346,0.3106943964958191,4.640632629394531,0.22815649211406708,12.446842193603516
102,906,Can you tell me what this is?,1,0.2628418505191803,0.0,0.3380771279335022,6.470016956329346,0.3557748794555664,5.3407416343688965,0.4882833957672119,18.691383361816406
103,2677,What is this item?,1,0.3849121630191803,0.0,0.46490156650543213,6.470016956329346,0.5078118443489075,5.465161323547363,0.47268345952033997,12.841024398803711
104,3585,Can you tell me the pin on the back of this router?,1,0.16451644897460938,0.0,0.19682620465755463,6.470016956329346,0.1755380630493164,3.486567974090576,0.2538610100746155,15.593880653381348
105,1851,What's the name of this mediation?,0,0.15203224122524261,0.0,0.18952108919620514,6.470016956329346,0.16667540371418,3.471356153488159,0.12421300262212753,15.390594482421875
106,2766,What color is this cloth bag?,1,0.36296921968460083,0.0,0.43782350420951843,6.470016956329346,0.4493926465511322,4.83330774307251,0.3380771279335022,11.286099433898926
107,895,What does this caption say?,1,0.24508501589298248,0.0,0.2598256468772888,6.470016956329346,0.2628418505191803,3.6958131790161133,0.2845759987831116,16.560443878173828
108,2813,Can you tell me what this card is?,1,0.21733751893043518,0.0,0.28776782751083374,6.470016956329346,0.29746994376182556,5.0521955490112305,0.42250463366508484,18.520639419555664
109,1,Ok. There is another picture I hope it is a better one.,0,0.19682620465755463,0.0,0.2018132209777832,6.470016956329346,0.19930800795555115,3.5261378288269043,0.30074557662010193,15.072722434997559
110,1071,You record.,0,0.25091278553009033,0.0,0.29098084568977356,6.470016956329346,0.2628418505191803,3.4584555625915527,0.24798743426799774,15.57260513305664
111,169,What does the computer screen say?,0,0.2751297354698181,0.0,0.3415825068950653,6.470016956329346,0.314050555229187,3.62315034866333,0.1250653862953186,19.294967651367188
112,3532,What kind of food is this? ,1,0.34510529041290283,0.0,0.4339814782142639,6.470016956329346,0.4493926465511322,4.896409034729004,0.4263215959072113,14.010712623596191
113,3548,What is it?,1,0.3923368453979492,0.0,0.5234203934669495,6.470016956329346,0.5389832258224487,6.333149433135986,0.43014732003211975,16.550575256347656
114,1039,Can you please tell me what the progress is on the screen?,1,0.2689414322376251,0.0,0.33111974596977234,6.470016956329346,0.314050555229187,4.104875087738037,0.31742629408836365,15.106039047241211
115,115,Is it impossible for you to read the captcha image in this picture? Thanks.,1,0.16238002479076385,0.0,0.16238002479076385,6.470016956329346,0.1755380630493164,3.6416800022125244,0.15817435085773468,11.984889030456543
116,1003,What does this say?,0,0.17781086266040802,0.0,0.2146914154291153,6.470016956329346,0.18476751446723938,3.4467344284057617,0.22815649211406708,14.148628234863281
117,1025,Can you tell me who this is and what team they are playing for?,0,0.18713268637657166,0.0,0.22000709176063538,6.470016956329346,0.20946969091892242,4.025527000427246,0.1490352898836136,13.526969909667969
118,1860,Color is this shirt?,1,0.1259227693080902,0.0,0.14033624529838562,6.470016956329346,0.13660839200019836,3.4513869285583496,0.10230470448732376,13.534687042236328
119,153,What is the captcha show?,0,0.14223188161849976,0.0,0.16667540371418,6.470016956329346,0.14804719388484955,3.429476499557495,0.1037486270070076,15.217693328857422
120,1754,What is the label on this bottle?,1,0.38861799240112305,0.0,0.46101680397987366,6.470016956329346,0.4493926465511322,4.04719877243042,0.5156199336051941,17.03657341003418
121,1037,Describe the picture.,1,0.2393493503332138,0.0,0.2689414322376251,6.470016956329346,0.2658804953098297,4.350831508636475,0.6791787147521973,17.898801803588867
122,83,"Is my computer performing a disc check? For example, does it say on the screen, \Checking files system\, or \Stage one of four\ or some such? Thank you. ",0,0.14033624529838562,0.0,0.16026602685451508,6.470016956329346,0.1540575623512268,3.523082971572876,0.21733751893043518,16.06357765197754
123,929,Yes I need to determine the word that is in this captcha image. Thank you.,1,0.2568320035934448,0.0,0.29098084568977356,6.470016956329346,0.2689414322376251,3.977921962738037,0.45713675022125244,16.67409324645996
124,2625,What is the measure of angle mar?,0,0.14804719388484955,0.0,0.18010665476322174,6.470016956329346,0.1561049073934555,3.6067311763763428,0.13753247261047363,16.827024459838867
125,39,Please tell me what this is.,0,0.2422056347131729,0.0,0.2845759987831116,6.470016956329346,0.2782568037509918,4.2258195877075195,0.19436782598495483,16.356590270996094
126,31,What does that money say?,0,0.18476751446723938,0.0,0.20689405500888824,6.470016956329346,0.19930800795555115,3.4731481075286865,0.13753247261047363,17.329832077026367
127,1731,What is the title of this book?,1,0.28776782751083374,0.0,0.28776782751083374,6.470016956329346,0.29746994376182556,3.8339452743530273,0.3486451506614685,9.735831260681152
128,1934,What color is this please?,1,0.2568320035934448,0.0,0.30074557662010193,6.470016956329346,0.3073580265045166,4.15212869644165,0.29098084568977356,13.095315933227539
129,944,"Yes, I know this may not be possible, but I'd like a description of the chart that is in this image if that description is possible. Thank you.",0,0.18242551386356354,0.0,0.1919327974319458,6.470016956329346,0.1919327974319458,3.8222506046295166,0.16559311747550964,9.708765983581543
130,209,Do the clouds look like storm clouds?,1,0.5117166042327881,0.0,0.6076632142066956,6.470016956329346,0.6039317846298218,4.676506519317627,0.622459352016449,11.04457950592041
131,986,What is?,1,0.22000709176063538,0.0,0.22815649211406708,6.470016956329346,0.23792991042137146,4.534201622009277,0.7662936449050903,15.051603317260742
132,3609,"Alright. Now we're recording. I will record a bit and then Robert will record a bit. One, two, three, four, five, six, seven, eight.",0,0.3486451506614685,0.0,0.37022536993026733,6.470016956329346,0.36296921968460083,3.5346295833587646,0.3720487952232361,15.868620872497559
133,978,what's this ,1,0.32423537969589233,0.0,0.35220178961753845,6.470016956329346,0.37387582659721375,4.666150093078613,0.531209409236908,15.373393058776855
134,3617,What is this?,0,0.14414885640144348,0.0,0.2018132209777832,6.470016956329346,0.18713268637657166,4.286929130554199,0.16451644897460938,17.019105911254883
135,176,What does the text on this say?,1,0.2568320035934448,0.0,0.31742629408836365,6.470016956329346,0.2751297354698181,3.463125467300415,0.43782350420951843,15.8259916305542
136,180,Is this person attractive?,0,0.06560482829809189,0.0,0.07263670116662979,6.470016956329346,0.06560482829809189,3.585711717605591,0.2030746340751648,15.7217378616333
137,1894,What color is my shirt?,1,0.12421300262212753,0.0,0.14414885640144348,6.470016956329346,0.14804719388484955,3.766775608062744,0.10087861120700836,13.8301362991333
138,2731,What color are these cabinets?,1,0.31742629408836365,0.0,0.38861799240112305,6.470016956329346,0.39981165528297424,4.863743782043457,0.25091278553009033,12.708098411560059
139,964,What's on the screen?,1,0.4148988127708435,0.0,0.49218812584877014,6.470016956329346,0.4765796661376953,4.264173984527588,0.4765796661376953,14.530047416687012
140,3491,What is this?,1,0.17328819632530212,0.0,0.24508501589298248,6.470016956329346,0.23651622235774994,4.889927387237549,0.2658804953098297,17.24713897705078
141,1753,What is it?,1,0.2658804953098297,0.0,0.37022536993026733,6.470016956329346,0.3345894515514374,4.12863302230835,0.5544704794883728,15.865497589111328
142,188,What is this receipt about?,0,0.14804719388484955,0.0,0.1919327974319458,6.470016956329346,0.16026602685451508,3.4679346084594727,0.16132023930549622,16.387775421142578
143,1943,What does the scale say?,0,0.2628418505191803,0.0,0.3380771279335022,6.470016956329346,0.29746994376182556,3.6883153915405273,0.12252321094274521,18.919605255126953
144,3619,What is this?,1,0.18476751446723938,0.0,0.24798743426799774,6.470016956329346,0.24798743426799774,5.061227798461914,0.41111084818840027,15.56714916229248
145,2776,What kind of bird is this?,1,0.2689414322376251,0.0,0.33111974596977234,6.470016956329346,0.3486451506614685,4.514565467834473,0.3380771279335022,13.932689666748047
146,880,what is the number on the building that is yupacai college in prescott arizona ,0,0.13296423852443695,0.0,0.1561049073934555,6.470016956329346,0.14223188161849976,3.4641082286834717,0.11757213622331619,16.392133712768555
147,3633,what is this? please describe.,1,0.15817435085773468,0.0,0.20434190332889557,6.470016956329346,0.2018132209777832,5.347928524017334,0.5039061903953552,17.882837295532227
148,1785,What it is?,1,0.18242551386356354,0.0,0.2782568037509918,6.470016956329346,0.24798743426799774,4.656001091003418,0.3812195658683777,16.16368293762207
149,2727,What color is the dryer and what time is it?,1,0.2598256468772888,0.0,0.314050555229187,6.470016956329346,0.30074557662010193,4.390229225158691,0.2393493503332138,12.798117637634277
150,92,What does the small label on this disc say?,1,0.4843800961971283,0.0,0.581303060054779,6.470016956329346,0.5583269596099854,3.782968759536743,0.66888028383255,13.707818984985352
151,132,Trying to take a picture of this bottle of wine.,0,0.3486451506614685,0.0,0.3775406777858734,6.470016956329346,0.39606815576553345,3.5689444541931152,0.2751297354698181,16.48951530456543
152,2690,What is this?,1,0.20946969091892242,0.0,0.29098084568977356,6.470016956329346,0.30404165387153625,5.546123027801514,0.5428633093833923,16.408184051513672
153,2758,What kind of carton is this? Orange juice or milk?,1,0.19682620465755463,0.0,0.20689405500888824,6.470016956329346,0.22815649211406708,4.221091270446777,0.16026602685451508,11.396020889282227
154,189,"Tell me about this creme, what is showing, what is visible, doesn't really matter if you can't read the full text as long as I know there's something going on that's fine. ",0,0.41869691014289856,0.0,0.46490156650543213,6.470016956329346,0.43014732003211975,3.4555697441101074,0.4035668969154358,12.170589447021484
155,1866,What color is my dog?,0,0.0534033328294754,0.0,0.05665242671966553,6.470016956329346,0.05921025201678276,3.5629262924194336,0.05665242671966553,18.75541877746582
156,1953,Tell me what you see with the camera.,0,0.2422056347131729,0.0,0.28776782751083374,6.470016956329346,0.2658804953098297,3.501312494277954,0.32423537969589233,14.643749237060547
157,2717,what is this,0,0.18010665476322174,0.0,0.2146914154291153,6.470016956329346,0.20689405500888824,3.9902403354644775,0.18476751446723938,16.621389389038086
158,3490,"Okay, we're onto something here. I put it a little closer, hopefully to focus in on that lower section as you suggested. Conventional oven temperature and how many minutes, thank you very much.",1,0.29098084568977356,0.0,0.30404165387153625,6.470016956329346,0.30404165387153625,3.517341136932373,0.2751297354698181,17.291301727294922
159,1929,Which game is this?,1,0.3812195658683777,0.0,0.46490156650543213,6.470016956329346,0.4493926465511322,4.437792778015137,0.4455295503139496,10.418606758117676
160,149,What is written on that screen?,0,0.10087861120700836,0.0,0.13117322325706482,6.470016956329346,0.11436852067708969,3.440558910369873,0.1030244305729866,18.060773849487305
161,208,"This is probably going to be a long shot in the dark, but I'm trying to fill out a form which requires a captcha, to be solved, and if someone could tell me what the code is, I'd be extremely grateful, thank you.",0,0.09534946084022522,0.0,0.10087861120700836,6.470016956329346,0.10087861120700836,3.471356153488159,0.1490352898836136,12.31020736694336
162,1064,Is it box?,1,0.06656918674707413,0.0,0.07159119844436646,6.470016956329346,0.06754669547080994,3.441209077835083,0.06754669547080994,12.964933395385742
163,962,what does it say?,0,0.22000709176063538,0.0,0.2658804953098297,6.470016956329346,0.24798743426799774,3.463785171508789,0.1980641782283783,15.416869163513184
164,1041,"Could you tell me if there's an actual captcha code on the screen? And if there is, what does it say for the website?",1,0.11838509887456894,0.0,0.1490352898836136,6.470016956329346,0.12678517401218414,3.5795741081237793,0.13206614553928375,11.51089096069336
165,2825,"Does the screen say anything, show any text or color at all?",1,0.08509904146194458,0.0,0.11596070975065231,6.470016956329346,0.10669060051441193,4.076160430908203,0.09009299427270889,12.246685028076172
